sample	SequinoG_2024_b__SRR27278107	SequinoG_2024_b__SRR27278118	SequinoG_2024_b__SRR27278121	SequinoG_2024_b__SRR27278122	SequinoG_2024_b__SRR27278123	SequinoG_2024_b__SRR27278124	SequinoG_2024_b__SRR27278125	SequinoG_2024_b__SRR27278126	SequinoG_2024_b__SRR27278127	SequinoG_2024_b__SRR27278128	SequinoG_2024_b__SRR27278129	SequinoG_2024_b__SRR27278130	SequinoG_2024_b__SRR27278131	SequinoG_2024_b__SRR27278132	SequinoG_2024_b__SRR27278133	SequinoG_2024_b__SRR27278134	SequinoG_2024_b__SRR27278135	SequinoG_2024_b__SRR27278136	SequinoG_2024_b__SRR27278137	SequinoG_2024_b__SRR27278139	SequinoG_2024_b__SRR27278140	SequinoG_2024_b__SRR27278141	SequinoG_2024_b__SRR27278142	SequinoG_2024_b__SRR27278143	SequinoG_2024_b__SRR27278144	SequinoG_2024_b__SRR27278145	SequinoG_2024_b__SRR27278146	SequinoG_2024_b__SRR27278147	SequinoG_2024_b__SRR27278148	SequinoG_2024_b__SRR27278149	SequinoG_2024_b__SRR27278150	SequinoG_2024_b__SRR27278151	SequinoG_2024_b__SRR27278152	SequinoG_2024_b__SRR27278153	SequinoG_2024_b__SRR27278154	SequinoG_2024_b__SRR27278155	SequinoG_2024_b__SRR27278156	SequinoG_2024_b__SRR27278157	SequinoG_2024_b__SRR27278158	SequinoG_2024_b__SRR27278159	SequinoG_2024_b__SRR27278160	SequinoG_2024_b__SRR27278161	SequinoG_2024_b__SRR27278162	SequinoG_2024_b__SRR27278163	SequinoG_2024_b__SRR27278164	SequinoG_2024_b__SRR27278165	SequinoG_2024_b__SRR27278166	SequinoG_2024_b__SRR27278167	SequinoG_2024_b__SRR27278168	SequinoG_2024_b__SRR27278177	SequinoG_2024_b__SRR27278188	SequinoG_2024_b__SRR27278197	SequinoG_2024_b__SRR27278204	SequinoG_2024_b__SRR27278215	SequinoG_2024_b__SRR27278228	SequinoG_2024_b__SRR27278229	SequinoG_2024_b__SRR27278230
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_sp_BF1|t__SGB35092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_prosekii|t__SGB12231	0.0229	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_sp_TGL_Y2|t__SGB10415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Raoultella|s__Raoultella_ornithinolytica|t__SGB10124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_helleri|t__SGB89058	0.0	0.0	0.00109	0.00143	0.02499	0.01552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00824	0.00044	0.0	0.0	0.0	0.00194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_sp_ANC_3832|t__SGB10381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7e-05	0.0	0.0	0.00018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19515	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_hydrophila|t__SGB9954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18961	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Micrococcales|f__Micrococcaceae|g__Arthrobacter|s__Arthrobacter_SGB98502|t__SGB98502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00839	0.0	0.0	0.0	0.0	0.0	0.0254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03185	0.0	0.04166	0.0	0.00984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_tructae|t__SGB12852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01834	0.0	0.0	0.00364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp_HSC_61S13|t__SGB97770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Photobacterium|s__Photobacterium_carnosum|t__SGB9826	38.46323	7.32607	3.31929	0.02973	3.28368	0.0154	2.16243	0.0	0.08916	0.0	26.10146	4.67974	0.0	0.49499	0.00392	0.0	0.0	2.46943	1.07566	1.53723	3.09152	0.16866	0.38899	0.16617	1.5208	0.02833	0.0	0.08654	0.0	2.0941	0.88384	0.50447	0.0	0.24092	0.0	0.09742	0.0	0.08451	3.79216	0.02367	2.22925	0.0	0.0	0.00507	2.59242	9.56864	0.02346	9.44555	0.02701	4.27973	43.14394	1.59467	0.0	0.11847	0.0	0.00101	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_lundensis|t__SGB12102	0.0	0.0	0.0	0.0	0.0	0.00047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00128	0.0	0.0	0.0048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_paraveronii|t__SGB69221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Dellaglioa|s__Dellaglioa_algida|t__SGB7252	1.31768	17.48372	0.04625	0.01949	0.2804	0.08374	0.00222	0.00094	0.0	0.0	0.6151	0.06282	0.37845	0.63396	0.60066	0.0	0.0	0.08394	22.32627	3.20429	7.58709	0.86022	0.00104	0.78883	0.15398	1.18121	0.01048	6.5693	0.06759	3.44786	0.09295	0.0	7.99568	0.22852	3.95513	0.17197	0.0	0.0	4.16497	2.37583	7.48434	1.60458	0.0	1.7793	6.4484	15.46874	1.43826	19.16584	1.90004	19.18558	18.12252	0.50268	1.67186	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_simiae|t__SGB12145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_psychrophila|t__SGB33068	0.0	0.0	0.0	0.0	0.00772	0.00149	0.0	0.00098	0.0	0.0	0.0	0.0	0.0	0.0	0.00289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_oncorhynchi|t__SGB23312	0.0	0.02009	0.0	0.0	0.0	0.0	0.0	0.10095	0.0	0.39006	0.0	0.0	0.01664	0.0	0.0	0.0	1.96752	0.0	0.01085	0.0	0.0	0.0	0.05148	0.0	0.0	9e-05	0.00475	0.0	0.20056	0.0	0.0	0.0	0.02808	0.0	0.0	0.0	1.48324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.70145	0.0	0.46261	0.0	0.05201
k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Janthinobacterium|s__Janthinobacterium_sp_AD80|t__SGB12857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.93644	0.0	0.0	0.0	0.0	0.0	0.63581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_canadensis|t__SGB12147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01418	0.0	0.0	0.0	0.0	0.0	0.0	0.00405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_cremoris|t__SGB12152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_koreensis|t__SGB12200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_rustica|t__SGB33177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_veronii|t__SGB12136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Psychrobacter|s__Psychrobacter_immobilis|t__SGB10460	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_paracarnosus|t__SGB25309	0.02347	0.04484	0.0	0.0	0.0	0.01712	0.04018	0.00518	0.04212	0.12958	0.06774	0.16812	0.42005	0.32123	0.82785	0.02989	0.06671	0.07917	0.05171	0.16242	4.95315	1.15805	0.00059	1.94429	0.18278	1.36842	0.00022	0.03953	0.51505	0.01224	0.00115	0.12512	0.26456	0.03572	0.1933	0.0	0.01557	0.00863	7.61629	25.23319	0.47233	1.88775	0.0178	19.23295	11.19743	4.60188	19.95901	1.10781	36.21981	0.1881	0.0	0.05146	2.52853	0.00812	0.14896	0.01501	0.16575
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc|s__Leuconostoc_gasicomitatum|t__SGB7127	0.56962	2.66367	0.00539	0.0025	0.20634	0.07212	0.2774	0.01158	0.02338	0.21355	1.07961	1.24486	8.22585	10.7912	2.146	0.05134	0.0	4.04734	7.56809	18.12336	2.76663	13.61216	0.03273	15.13506	2.71096	6.68785	0.02834	3.80867	3.15057	0.67736	0.03797	0.22927	13.15117	0.5368	9.39689	0.06544	0.0	0.06198	24.70129	6.55735	15.40303	2.52036	0.0	5.92504	29.21887	16.56684	5.85194	27.40028	7.03842	11.24967	3.09324	2.04188	2.00589	0.0688	0.15622	0.04353	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Dellaglioa|s__Dellaglioa_SGB96979|t__SGB96979	0.01083	1.60046	0.00016	0.0	0.01234	0.00837	0.0	0.0	0.0	0.0	0.0	0.0	0.07361	0.02987	0.09455	0.0	0.0	0.00317	5.69817	0.24387	1.12983	0.16709	0.0	0.15421	0.00455	0.22697	0.0	0.51298	0.00662	0.24777	0.01097	0.0	1.41816	0.01168	0.59523	0.00412	0.0	0.0	0.31962	0.1825	0.58116	0.2231	0.0	0.21313	0.44065	1.34168	0.26411	1.93434	0.21601	3.80277	1.493	0.0	0.20743	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Photobacterium|s__Photobacterium_phosphoreum|t__SGB9824	2.76087	1.82113	0.23443	0.00703	0.25198	0.27074	0.84677	0.01156	0.01592	0.0	3.25458	5.49243	0.04688	0.40028	0.56513	0.0	0.0	3.04836	0.18492	1.04386	6.84176	0.47264	0.45935	1.51035	1.00252	0.34032	0.00836	0.00446	0.0	0.02898	0.03669	0.0	0.0	0.18697	0.04085	0.03595	0.0	0.0	0.87181	0.16822	3.46981	0.20934	0.0	0.06106	0.3543	4.3954	0.0501	3.01693	0.28066	1.72242	4.45592	0.65101	0.10335	0.00804	0.05976	0.0	0.06376
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Periweissella|s__Periweissella_SGB212083|t__SGB212083	0.0	0.06572	5e-05	0.0	0.00957	0.00217	0.0	0.0	0.0	0.0	0.02514	0.02304	0.03399	0.14385	0.04119	0.0	0.0	0.01912	0.2367	1.44838	0.17174	0.11658	0.0	0.16744	0.04118	0.17843	0.0	0.2619	0.01474	0.34752	0.00234	0.0	0.66455	0.02007	0.43758	0.0	0.0	0.0	0.27255	0.10762	0.41415	0.0528	0.0	0.14939	0.47772	1.35108	0.09365	0.61127	0.1572	0.30125	0.49425	0.01684	0.01204	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB5193|s__GGB5193_SGB96978|t__SGB96978	0.0	0.10382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06227	0.0	0.00642	0.0	0.0	0.0	0.0	0.00404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00171	0.0	0.0	0.0	0.0042	0.0	0.00608	0.00234	0.0	0.00137	0.03809	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Photobacterium|s__Photobacterium_iliopiscarium|t__SGB9825	0.12505	7.32192	0.00407	0.00072	0.0898	0.0065	0.32663	0.0	0.0	0.0	0.1416	0.50456	0.20751	0.06533	0.2492	0.0	0.0	1.30832	0.19235	0.3696	3.12422	1.27669	1.00318	3.83223	0.19139	0.73634	0.0	0.0	0.0	0.0	0.00131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.07535	0.64932	0.80403	0.14125	0.0	0.10417	0.31361	0.17983	0.25215	0.63866	0.71004	0.7842	0.19464	0.18132	0.01618	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Rahnella|s__Rahnella_inusitata|t__SGB31286	0.0	0.02659	0.0	0.0	0.0031	0.24684	0.0	0.02358	0.00569	0.0	0.03642	0.00433	0.0	0.0	0.05006	0.0	0.0	0.04079	0.0	0.0	0.0	0.29247	0.00887	0.34395	0.0	0.74355	0.0197	0.00026	0.45152	0.01053	0.0	0.0	8.00141	0.0	0.0	0.0	0.04483	0.0	0.0	0.01617	0.0	0.02666	0.0	0.0	0.0	0.0	0.00321	0.0	0.00298	0.0	0.0	0.0	0.0	0.0	0.1864	0.06567	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia|s__Serratia_grimesii|t__SGB10259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00245	0.0	0.00315	0.0	0.23404	0.0	0.0	0.12053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01672	0.0	0.0	0.0	0.0	0.0	0.0	0.00027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_baltica|t__SGB10320_group	0.0	0.32548	0.0	0.0	0.0	0.0	0.0	1.88612	0.0	0.0	0.0	0.0	0.00829	0.0	0.0	0.0	0.08725	0.00216	0.0	0.0	0.00519	0.0	0.53776	0.0	0.0	0.00974	0.03675	0.0	0.06568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30452	0.0	0.0	0.13581	0.0	0.13365	0.0	0.0	0.0	0.0	0.0	0.0	0.00183	0.0	0.0	0.0	0.27061	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Moellerella|s__Moellerella_wisconsensis|t__SGB10001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Buttiauxella|s__Buttiauxella_agrestis|t__SGB10040	0.0	0.00162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021	0.00233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16919	0.0	0.0	0.11184	0.0	0.08198	0.0	0.0	0.0	0.0	0.00894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus|s__Latilactobacillus_fuchuensis|t__SGB7251	0.0	0.00072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00678	0.05859	0.01555	0.0	0.0	0.0	0.09232	0.09514	0.01863	0.0437	0.0	0.11982	0.00238	0.1414	0.0	0.03595	0.00666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69341	0.16594	0.19278	0.11756	0.0	0.52674	0.56273	0.17877	0.18843	0.38459	0.73732	0.01062	0.0	0.0	0.19231	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Caryophanaceae|g__Kurthia|s__Kurthia_zopfii|t__SGB25135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_hygromyciniae|t__SGB206560	0.0	0.0	0.0	0.0	0.0	0.02177	0.0	0.03014	0.0	0.0	0.0	0.0	0.0	0.0	0.19419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00049	0.0	0.0	0.00315	0.00319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.87227	0.0	0.0	0.0	0.0	0.0	0.44569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
