MAG_id	dataset_id	sample_id	SGB_id	assigned_taxonomy_level	superkingdom	phylum	class	order	family	genus	species	genome_size	n_contigs	N50	completeness	contamination	GC_content	BUSCO_taxonomy
DeFilippisF_xxxx__DF_7__bin.22	DeFilippisF_xxxx	DF_7	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	12080306	560	48270	98.1	0.1	0.3624	
DeFilippisF_xxxx__DF_74__bin.4	DeFilippisF_xxxx	DF_74	EUK5082	Species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_roqueforti	26702038	445	104276	95.3	0.1	0.49	
DeFilippisF_xxxx__DF_8__bin.11	DeFilippisF_xxxx	DF_8	EUK5082	Species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_roqueforti	26142931	1442	28348	91.1	0.1	0.4899	
DeFilippisF_xxxx__DF_8__bin.6	DeFilippisF_xxxx	DF_8	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11592960	705	26428	96.4	0.1	0.3628	
DeFilippisF_xxxx__DS_1__bin.1	DeFilippisF_xxxx	DS_1	EUK60175	Species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_nalgiovense	25878088	4023	7848	71	0.1	0.4877	
DeFilippisF_xxxx__DS_1__bin.21	DeFilippisF_xxxx	DS_1	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11710631	2279	6413	79.5	0.9	0.3609	
DeFilippisF_xxxx__DS_105__bin.14	DeFilippisF_xxxx	DS_105	EUK60175	Species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_nalgiovense	28602259	809	62205	94.8	0.2	0.4887	
DeFilippisF_xxxx__DS_105__bin.8	DeFilippisF_xxxx	DS_105	EUK10000063	Family	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	unknown	unknown	23882672	572	62841	93.2	0.3	0.5227	
DeFilippisF_xxxx__DS_12__bin.20	DeFilippisF_xxxx	DS_12	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11810405	327	65680	98.5	0.1	0.3627	
DeFilippisF_xxxx__DS_13__bin.1	DeFilippisF_xxxx	DS_13	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11696366	292	71563	98.6	0.1	0.3627	
DeFilippisF_xxxx__DS_27__bin.8	DeFilippisF_xxxx	DS_27	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	7953199	2748	3046	57.7	0	0.3635	
DeFilippisF_xxxx__DS_63__bin.5	DeFilippisF_xxxx	DS_63	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	10239328	2006	6200	74.7	0.1	0.3596	
DeFilippisF_xxxx__DS_78__bin.1	DeFilippisF_xxxx	DS_78	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	9141061	3023	3252	58	1.2	0.3605	
DeFilippisF_xxxx__DS_82__bin.12	DeFilippisF_xxxx	DS_82	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11551872	317	80282	97.9	0.1	0.3625	
DeFilippisF_xxxx__DS_83__bin.12	DeFilippisF_xxxx	DS_83	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11397312	726	22519	92.4	0.5	0.3623	
DeRoosJ_2020__B13M__bin.2	DeRoosJ_2020	B13M	EUK10000003	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces_bruxellensis	9341963	1999	5659	65.9	0.2	0.3888	
DeRoosJ_2020__B24M__bin.2	DeRoosJ_2020	B24M	EUK10000004	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces_custersianus	9591006	542	26959	91.1	0.1	0.3968	
DeRoosJ_2020__B3D__bin.2	DeRoosJ_2020	B3D	EUK4932	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	10227970	1706	7788	85.5	1.3	0.3816	
DeRoosJ_2020__B3W__bin.1	DeRoosJ_2020	B3W	EUK4932	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	9491590	1522	7605	78.5	1.5	0.381	
DuR_2020__DRS139333__bin.13	DuR_2020	DRS139333	EUK10000034	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	Wickerhamomyces_anomalus	12288747	3628	3744	71	0.6	0.3456	
DuR_2020__DRS139333__bin.16	DuR_2020	DRS139333	EUK4909	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_kudriavzevii	9626647	1239	10738	84.8	0.4	0.3821	
DuR_2020__DRS139334__bin.15	DuR_2020	DRS139334	EUK4909	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_kudriavzevii	9843424	1422	9398	85.4	0.2	0.3823	
DuR_2020__DRS139334__bin.19	DuR_2020	DRS139334	EUK36015	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_kluyveri	11449582	3007	4320	76.7	0	0.2869	
DuR_2020__DRS139334__bin.3	DuR_2020	DRS139334	EUK4932	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	10912046	350	50820	95	1.7	0.3827	
DuR_2020__DRS139335__bin.6	DuR_2020	DRS139335	EUK5068	Species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_tubingensis	29107315	3474	10755	70.7	0.1	0.5024	
DuR_2020__DRS139335__bin.10	DuR_2020	DRS139335	EUK4909	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_kudriavzevii	9135737	1345	9006	81.4	0.2	0.381	
DuR_2020__DRS139335__bin.17	DuR_2020	DRS139335	EUK4932	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	11319193	632	29977	94.6	2.1	0.3824	
DuR_2020__DRS139335__bin.20	DuR_2020	DRS139335	EUK36015	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_kluyveri	10701576	2787	4421	75.9	0.5	0.2822	
DuR_2020__DRS139335__bin.25	DuR_2020	DRS139335	EUK10000021	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera_fabianii	9194986	2059	5042	65	0	0.4449	
HeilCS_2018__Old_Warehouse_metagenome__bin.2	HeilCS_2018	Old_Warehouse_metagenome	EUK4909	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_kudriavzevii	9179069	319	47843	84.8	0.5	0.3852	
HeilCS_2018__Old_Warehouse_metagenome__bin.6	HeilCS_2018	Old_Warehouse_metagenome	EUK4932	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	12016729	501	39577	99	3.3	0.3821	
KastmanEK_2016__CSB600__bin.6	KastmanEK_2016	CSB600	EUK10000077	Family	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	unknown	unknown	27640792	3429	11413	85	0.4	0.5896	
KastmanEK_2016__CSB619__bin.7	KastmanEK_2016	CSB619	EUK5075	Species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_camemberti	32328409	872	77736	95.2	0.2	0.4849	
KastmanEK_2016__CSB619__bin.2	KastmanEK_2016	CSB619	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11406117	152	184542	97.6	0.1	0.3628	
KastmanEK_2016__CSB720__bin.5	KastmanEK_2016	CSB720	EUK10000074	Species	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis	Scopulariopsis_brevicaulis	32443673	604	92837	93.5	0.6	0.5791	
KastmanEK_2016__CSB720__bin.6	KastmanEK_2016	CSB720	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11686754	531	38103	98.5	0.1	0.3629	
KastmanEK_2016__CSB729__bin.5	KastmanEK_2016	CSB729	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	10619670	2345	5209	74.2	0.8	0.3605	
KastmanEK_2016__CSB734__bin.5	KastmanEK_2016	CSB734	EUK10000076	Genus	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis	unknown	17236568	5865	3078	54	0.4	0.5947	
KastmanEK_2016__CSB734__bin.8	KastmanEK_2016	CSB734	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11843306	606	34233	98.9	0.1	0.3628	
KastmanEK_2016__CSB888__bin.3	KastmanEK_2016	CSB888	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	9598489	2939	3585	69.3	0.3	0.3637	
LandisEA_2021__SRS5653152__bin.3	LandisEA_2021	SRS5653152	EUK4932	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	10418995	1765	7767	83.2	1.7	0.381	
LeechJ_2020__ERS3967689__bin.6	LeechJ_2020	ERS3967689	EUK10000031	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces_marxianus	8851697	2100	4884	79.6	0.1	0.3969	
LeechJ_2020__ERS3967692__bin.6	LeechJ_2020	ERS3967692	EUK10000059	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_saulgeensis	7992361	2091	4374	52.9	0.9	0.4397	
LeechJ_2020__ERS3967694__bin.3	LeechJ_2020	ERS3967694	EUK10000055	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	unknown	Starmerella	Starmerella_bacillaris	9139842	731	21044	70.1	0.6	0.393	
LeechJ_2020__ERS3967694__bin.5	LeechJ_2020	ERS3967694	EUK10000059	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_saulgeensis	11722750	658	24969	95.4	1.7	0.4572	
LeechJ_2020__ERS3967695__bin.11	LeechJ_2020	ERS3967695	EUK10000059	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_saulgeensis	9336457	1200	9840	72.6	1.2	0.4455	
LeechJ_2020__ERS3967700__bin.2	LeechJ_2020	ERS3967700	EUK53655	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_fermentans	7599657	2572	3067	54.4	0.6	0.4173	
LeechJ_2020__ERS3967701__bin.2	LeechJ_2020	ERS3967701	EUK10000002	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Brettanomyces	Brettanomyces_anomalus	12023364	1471	11740	88.7	0.1	0.3972	
LeechJ_2020__ERS3967711__bin.10	LeechJ_2020	ERS3967711	EUK10000033	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_barnettii	8826525	2609	3752	59.1	1.2	0.3425	
LeechJ_2020__ERS3967714__bin.6	LeechJ_2020	ERS3967714	EUK230603	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_uvarum	10989716	784	23455	92.7	2.4	0.4002	
LeechJ_2020__ERS3967732__bin.5	LeechJ_2020	ERS3967732	EUK4909	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_kudriavzevii	8461585	2344	4111	63.8	0.3	0.3822	
LeechJ_2020__ERS3967741__bin.10	LeechJ_2020	ERS3967741	EUK53655	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_fermentans	7724387	2424	3412	57	0.4	0.4181	
LeechJ_2020__ERS3967742__bin.3	LeechJ_2020	ERS3967742	EUK10000033	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_barnettii	11581173	1616	10420	93.4	1.4	0.3396	
LeechJ_xxxx__AF11__bin.3	LeechJ_xxxx	AF11	EUK5480	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida_parapsilosis	11197133	2318	6124	84.1	0.1	0.3883	
LeechJ_xxxx__AF11__bin.9	LeechJ_xxxx	AF11	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11535201	1016	18396	96.5	0.2	0.3634	
LeechJ_xxxx__AF14__bin.10	LeechJ_xxxx	AF14	EUK10000072	Family	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	unknown	unknown	6912856	1169	7654	51.2	0	0.5142	
LeechJ_xxxx__AF14__bin.4	LeechJ_xxxx	AF14	EUK39397	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Teunomyces	Candida_sake	13925739	967	23226	97.7	0.1	0.388	
LeechJ_xxxx__AF14__bin.6	LeechJ_xxxx	AF14	EUK10000031	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces_marxianus	9502102	2074	5315	79.5	0.5	0.3956	
LeechJ_xxxx__AF17__bin.1	LeechJ_xxxx	AF17	EUK36911	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	Clavispora_lusitaniae	11914035	181	102867	98.9	0	0.4452	
LeechJ_xxxx__AF17__bin.2	LeechJ_xxxx	AF17	EUK10000066	Genus	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	unknown	32816348	1894	29392	88.7	0.1	0.5534	
LeechJ_xxxx__AF25__bin.11	LeechJ_xxxx	AF25	EUK10000054	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Wickerhamiella	Wickerhamiella_versatilis	9623120	909	15122	75.4	0.9	0.4485	
LeechJ_xxxx__AF25__bin.17	LeechJ_xxxx	AF25	EUK10000039	Family	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	unknown	unknown	9161297	934	14813	95.9	0	0.3756	
LeechJ_xxxx__AF26__bin.5	LeechJ_xxxx	AF26	EUK10000037	Genus	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	unknown	9113064	170	120493	80	0.1	0.3561	
LeechJ_xxxx__AF26__bin.14	LeechJ_xxxx	AF26	EUK10000008	Other	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	unknown	unknown	unknown	9170349	2372	4457	70.9	0.1	0.4715	
LeechJ_xxxx__AF28__bin.1	LeechJ_xxxx	AF28	EUK4932	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	10760707	1272	11833	93.8	1.7	0.3822	
LeechJ_xxxx__AF29__bin.7	LeechJ_xxxx	AF29	EUK4932	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	7377135	2490	3167	56.8	0.9	0.3824	
LeechJ_xxxx__AF29__bin.14	LeechJ_xxxx	AF29	EUK5478	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Candida_glabrata	11930956	882	21501	97.3	1.1	0.3841	
LeechJ_xxxx__AF31__bin.1	LeechJ_xxxx	AF31	EUK10000032	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea_fermentati	7392095	1963	4310	61.3	0	0.4161	
LeechJ_xxxx__AF31__bin.2	LeechJ_xxxx	AF31	EUK4932	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	10909406	1638	8857	89.3	2.1	0.382	
LeechJ_xxxx__AF32__bin.1	LeechJ_xxxx	AF32	EUK4932	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	10943809	1140	13966	93.7	1.6	0.3824	
LeechJ_xxxx__AF39__bin.4	LeechJ_xxxx	AF39	EUK4932	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	10779586	1568	9240	94.8	2.2	0.3837	
LeechJ_xxxx__AF40__bin.1	LeechJ_xxxx	AF40	EUK4932	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	11063495	841	21574	97.4	2	0.3824	
LeechJ_xxxx__AF55__bin.7	LeechJ_xxxx	AF55	EUK4932	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	11083040	1329	11862	95.8	1.9	0.3826	
LeechJ_xxxx__AF63__bin.3	LeechJ_xxxx	AF63	EUK4909	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_kudriavzevii	7063344	2224	3417	54.8	0.2	0.3825	
LeechJ_xxxx__AF64__bin.2	LeechJ_xxxx	AF64	EUK4932	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	7144529	2483	3059	54.6	0.7	0.3869	
LeechJ_xxxx__AF67__bin.3	LeechJ_xxxx	AF67	EUK4932	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	11097540	928	18401	97.7	2.1	0.3828	
LeechJ_xxxx__AF67__bin.4	LeechJ_xxxx	AF67	EUK10000040	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_bovina	8121960	2742	3163	62.7	1	0.3251	
LeechJ_xxxx__AF77__bin.1	LeechJ_xxxx	AF77	EUK4932	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	10786726	1302	11639	92.1	1.8	0.3822	
LeechJ_xxxx__AF81__bin.2	LeechJ_xxxx	AF81	EUK36911	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	Clavispora_lusitaniae	9020255	1851	5997	69.2	0.3	0.4385	
LeechJ_xxxx__AF81__bin.5	LeechJ_xxxx	AF81	EUK10000031	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kluyveromyces	Kluyveromyces_marxianus	7760221	2228	3830	58.7	0.7	0.3897	
LeechJ_xxxx__AF81__bin.8	LeechJ_xxxx	AF81	EUK4909	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia_kudriavzevii	10127368	884	16489	91.6	0.2	0.3829	
LeechJ_xxxx__AF82__bin.10	LeechJ_xxxx	AF82	EUK10000024	Genus	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	unknown	9060850	2280	4849	69.4	0.1	0.3124	
LiZ_2018__SRS2920550__bin.14	LiZ_2018	SRS2920550	EUK746128	Species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_fumigatus	22190556	4059	6395	68.2	0.3	0.5034	
LiZ_2018__SRS2920550__bin.12	LiZ_2018	SRS2920550	EUK10000048	Species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Rasamsonia	Rasamsonia_emersonii	31803629	3098	16334	90.3	1	0.5058	
LiZ_2018__SRS2920550__bin.19	LiZ_2018	SRS2920550	EUK10000058	Species	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Rhizomucor	Rhizomucor_pusillus	23525078	1633	20857	92.9	0.4	0.4515	
LiZ_2018__SRS2920550__bin.20	LiZ_2018	SRS2920550	EUK10000049	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys_adeninivorans	11815656	200	93717	94.3	0.4	0.4832	
LiZ_2018__SRS2920551__bin.2	LiZ_2018	SRS2920551	EUK10000048	Species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Rasamsonia	Rasamsonia_emersonii	14408992	848	24155	52.4	0.6	0.5204	
LiZ_2018__SRS2920551__bin.4	LiZ_2018	SRS2920551	EUK10000058	Species	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Rhizomucor	Rhizomucor_pusillus	23689805	1799	19665	92.8	0.4	0.4515	
LiZ_2018__SRS2920551__bin.8	LiZ_2018	SRS2920551	EUK10000049	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys_adeninivorans	11809239	239	77049	94.3	0.4	0.4834	
LiZ_2018__SRS2920552__bin.6	LiZ_2018	SRS2920552	EUK5068	Species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_tubingensis	32799578	1956	33746	91.8	0.2	0.5032	
LiZ_2018__SRS2920552__bin.3	LiZ_2018	SRS2920552	EUK10000049	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys_adeninivorans	11982708	656	32097	91	0.3	0.483	
LiZ_2018__SRS2920553__bin.2	LiZ_2018	SRS2920553	EUK5068	Species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_tubingensis	32865753	1736	35585	93.1	0.3	0.5035	
LiZ_2018__SRS2920553__bin.4	LiZ_2018	SRS2920553	EUK10000049	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys_adeninivorans	11674465	1403	11456	83.9	0.4	0.4828	
LiZ_2018__SRS2920554__bin.6	LiZ_2018	SRS2920554	EUK5068	Species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_tubingensis	32896125	1905	34771	92.5	0.2	0.5031	
LiZ_2018__SRS2920554__bin.3	LiZ_2018	SRS2920554	EUK10000049	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys_adeninivorans	11949441	1187	15245	89.9	0.6	0.4828	
LiZ_2018__SRS2920555__bin.18	LiZ_2018	SRS2920555	EUK10000058	Species	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Rhizomucor	Rhizomucor_pusillus	19697407	1774	16212	76.8	0.5	0.4517	
LiZ_2018__SRS2920555__bin.25	LiZ_2018	SRS2920555	EUK10000049	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys_adeninivorans	11836170	263	72586	94.6	0.4	0.4834	
LiZ_2019__SRS3379159__bin.2	LiZ_2019	SRS3379159	EUK10000054	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Wickerhamiella	Wickerhamiella_versatilis	7937094	1752	5380	57.8	0.9	0.4496	
MASTER_WP4_CSIC_1__P2134_73322__bin.16	MASTER_WP4_CSIC_1	P2134_73322	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11817082	950	19434	93.6	0.1	0.3625	
MASTER_WP4_CSIC_1__P2147_73322__bin.15	MASTER_WP4_CSIC_1	P2147_73322	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11608108	207	153200	97.8	0.1	0.3627	
MASTER_WP4_CSIC_1__P2149_73322__bin.30	MASTER_WP4_CSIC_1	P2149_73322	EUK4959_1	Species	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces_hansenii_group_1	11565075	228	114533	98.1	0.1	0.363	
MASTER_WP4_CSIC_1__P2177_73322__bin.3	MASTER_WP4_CSIC_1	P2177_73322	EUK10000063	Family	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	unknown	unknown	24219095	893	43424	90.6	0.3	0.5209	
MASTER_WP4_CSIC_1__P2217_73323__bin.8	MASTER_WP4_CSIC_1	P2217_73323	EUK5075	Species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_camemberti	31953210	1125	46060	94.1	0.2	0.4849	
MASTER_WP4_CSIC_1__P2217_73323__bin.9	MASTER_WP4_CSIC_1	P2217_73323	EUK10000045	Family	Eukaryota	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	unknown	unknown	43071105	4417	13342	97.7	0.4	0.3517	
MASTER_WP4_CSIC_1__P2219_73323__bin.9	MASTER_WP4_CSIC_1	P2219_73323	EUK5075	Species	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_camemberti	31164672	1639	27736	91.2	0.3	0.4857	
